InvoiceNo,OrderDate,CustomerKey,ProductKey,SalespersonKey,Quantity,UnitPrice,DiscountPct,GrossSales,NetSales,PaymentMethod,SalesChannel,OrderStatus,CustomerType
INV100216,2024-06-13,C0100,P0018,S003,1,"₹5,338.95",5%,5338.95,5072.0,Credit Card,Retail Store,Completed,Repeat
INV100217,2024-09-28,C0092,P0015,S003,2,"₹25,064.44",0%,50128.88,50128.88,Bank Transfer,Distributor,Completed,New
INV100218,2024-10-21,C0100,P0023,S003,3,₹82.39,0%,247.17,247.17,Bank Transfer,Distributor,Completed,Returning
INV100219,2024-12-24,C0091,P0010,S010,4,"₹5,301.57",10%,21206.28,19085.65,UPI,Retail Store,Completed,New
INV100220,2024-01-29,C0060,P0015,S001,9,"₹22,497.38",10%,202476.42,182228.78,Wallet,Online,Completed,Repeat
INV100221,2024-03-31,C0083,P0004,S001,3,"₹75,085.52",15%,225256.56,191468.08,UPI,Online,Cancelled,Repeat
INV100222,2024-02-07,C0096,P0026,S010,2,₹311.25,5%,622.5,591.38,UPI,Online,Returned,Returning
INV100223,2024-09-06,C0167,P0021,S003,9,₹295.02,20%,2655.18,2124.14,Wallet,Retail Store,Completed,Returning
INV100224,2024-10-28,C0045,P0025,S005,5,₹391.64,0%,1958.2,1958.2,Credit Card,Distributor,Cancelled,Repeat
INV100225,2024-10-17,C0009,P0012,S010,6,"₹16,489.85",15%,98939.1,84098.23,Wallet,Online,Returned,New
INV100226,2024-06-18,C0020,P0016,S006,6,"₹21,405.58",0%,128433.48,128433.48,Credit Card,Distributor,Completed,Repeat
INV100227,2024-01-06,C0068,P0014,S004,2,"₹17,484.06",5%,34968.12,33219.71,credit card,Distributor,Completed,New
INV100228,2024-07-16,C0113,P0027,S003,7,"₹2,014.53",10%,14101.71,12691.54,Bank Transfer,Distributor,Returned,New
INV100229,2024-09-02,C0148,P0015,S003,8,"₹25,621.26",0%,204970.08,204970.08,Credit Card,Retail Store,Completed,Repeat
INV100230,2024-05-13,C0027,P0005,S006,3,"₹9,161.47",10%,27484.41,24735.97,Credit Card,Distributor,Completed,Repeat
INV100231,2024-10-31,C0158,P0031,S001,7,₹953.05,20%,6671.35,5337.08,Cash,Online,Completed,New
INV100232,2024-06-18,C0053,P0013,S007,9,"₹5,158.09",20%,46422.81,37138.25,Wallet,Retail Store,Completed,Repeat
INV100233,2024-05-01,C0025,P0004,S007,10,"₹76,657.77",15%,766577.7,651591.05,UPI,Online,Completed,New
INV100234,2024-08-06,C0023,P0019,S010,8,₹205.29,0%,1642.32,1642.32,UPI,Online,Completed,New
INV100235,2024-08-30,C0030,P0020,S007,8,₹542.51,10%,4340.08,3906.07,Bank Transfer,Online,Cancelled,Repeat
INV100236,2024-04-04,C0095,P0025,S006,3,₹382.84,10%,1148.52,1033.67,Cash,Retail Store,Completed,New
INV100237,2024-05-17,C0145,P0004,S003,2,"₹74,660.29",0%,149320.58,149320.58,Wallet,Retail Store,Cancelled,New
INV100238,2024-10-10,C0016,P0025,S009,7,₹425.29,15%,2977.03,2530.48,Cash,Distributor,Completed,Repeat
INV100239,2024-06-02,C0021,P0026,S001,9,₹342.05,15%,3078.45,2616.68,Wallet,Distributor,Cancelled,New
INV100240,2024-03-02,C0115,P0012,S003,4,"₹16,228.30",0%,64913.2,64913.2,Cash,Online,Returned,New
INV100241,2024-11-17,C0038,P0017,S006,2,"₹13,628.57",0%,27257.14,27257.14,Cash,Distributor,Completed,Repeat
INV100242,2024-09-23,C0118,P0001,S010,10,"₹81,935.67",15%,819356.7,696453.19,Credit Card,Retail Store,Completed,New
INV100243,2024-10-17,C0151,P0007,S002,10,"₹30,285.77",0%,302857.7,302857.7,Wallet,Retail Store,Returned,Repeat
INV100244,2024-07-15,C0168,P0032,S010,10,"₹2,411.60",10%,24116.0,21704.4,Bank Transfer,Retail Store,Completed,Returning
INV100245,2024-11-07,C0175,P0026,S001,7,₹331.25,5%,2318.75,2202.81,Credit Card,Distributor,Returned,Repeat
INV100246,2024-07-09,C0006,P0022,S005,5,₹433.79,5%,2168.95,2060.5,Credit Card,Online,Completed,Repeat
INV100247,2024-08-14,C0083,P0018,S007,10,"₹4,911.78",20%,49117.8,39294.24,Cash,Online,Returned,Returning
INV100248,2024-09-05,C0133,P0024,S001,9,₹460.37,0%,4143.33,4143.33,Wallet,Retail Store,Completed,Returning
INV100249,2024-10-18,C0008,P0012,S004,4,"₹16,568.83",0%,66275.32,66275.32,Cash,Online,Completed,Returning
INV100250,2024-04-11,C0071,P0024,S008,9,₹505.48,10%,4549.32,4094.39,Credit Card,Distributor,Completed,New
INV100251,2024-07-09,C0126,P0029,S003,8,"₹4,528.89",15%,36231.12,30796.45,Bank Transfer,Online,Completed,Returning
INV100252,2024-12-18,C0024,P0019,S001,7,₹207.60,0%,1453.2,1453.2,Wallet,Online,Completed,Returning
INV100253,2024-04-25,C0174,P0014,S005,7,"₹16,795.36",15%,117567.52,99932.39,Credit Card,Retail Store,Completed,Returning
INV100254,2024-03-29,C0154,P0001,S004,5,"₹82,229.21",15%,411146.05,349474.14,Bank Transfer,Distributor,Completed,Repeat
INV100255,2024-07-11,C0090,P0030,S005,4,"₹1,900.76",10%,7603.04,6842.74,Wallet,Distributor,Returned,Returning
INV100256,2024-02-22,C0002,P0033,S006,9,₹765.55,20%,6889.95,5511.96,Bank Transfer,Retail Store,Completed,Repeat
INV100257,2024-02-02,C0087,P0018,S006,5,"₹5,388.58",5%,26942.9,25595.76,Bank Transfer,Online,Completed,Returning
INV100258,2024-05-03,C0015,P0026,S006,3,₹297.04,20%,891.12,712.9,Cash,Retail Store,Completed,Repeat
INV100259,2024-07-26,C0100,P0003,S010,10,"₹48,214.96",0%,482149.6,482149.6,UPI,Distributor,Cancelled,Returning
INV100260,2024-08-31,C0172,P0023,S009,5,₹85.62,0%,428.1,428.1,Wallet,Online,Completed,New
INV100261,2024-08-29,C0033,P0017,S009,3,"₹14,764.25",20%,44292.75,35434.2,Credit Card,Online,Completed,New
INV100262,2024-06-06,C0108,P0022,S006,5,₹397.68,15%,1988.4,1690.14,Credit Card,Retail Store,Completed,Returning
INV100263,2024-10-25,C0149,P0005,S008,4,"₹9,097.78",15%,36391.12,30932.45,Cash,Distributor,Completed,Repeat
INV100264,2024-01-28,C0039,P0009,S004,6,"₹5,774.60",10%,34647.6,31182.84,Cash,Online,Completed,Returning
INV100265,2024-04-02,C0021,P0032,S006,3,"₹2,660.38",5%,7981.14,7582.08,Credit Card,Retail Store,Completed,New
INV100266,2024-03-27,C0148,P0011,S008,2,"₹7,637.66",0%,15275.32,15275.32,Cash,Retail Store,Returned,Repeat
INV100267,2024-07-15,C0002,P0003,S009,4,"₹48,451.83",20%,193807.32,155045.86,Credit Card,Retail Store,Cancelled,New
INV100268,2024-01-10,C0174,P0001,S004,4,"₹83,131.14",20%,332524.56,266019.65,Bank Transfer,Online,Completed,Repeat
INV100269,2024-09-14,C0151,P0020,S003,2,₹493.79,0%,987.58,987.58,Bank Transfer,Retail Store,Cancelled,Returning
INV100270,2024-09-25,C0087,P0028,S003,6,"₹5,265.61",10%,31593.66,28434.29,UPI,Online,Returned,New
INV100271,2024-04-26,C0058,P0009,S004,1,"₹5,360.99",15%,5360.99,4556.84,Credit Card,Retail Store,Completed,Repeat
INV100272,2024-11-23,C0066,P0004,S010,1,"₹68,145.65",20%,68145.65,54516.52,Credit Card,Online,Completed,Repeat
INV100273,2024-08-15,C0098,P0008,S009,5,"₹2,625.36",10%,13126.8,11814.12,UPI,Distributor,Completed,Repeat
INV100274,2024-08-03,C0170,P0007,S009,5,"₹29,451.16",15%,147255.8,125167.43,UPI,Retail Store,Completed,Returning
INV100275,2024-11-12,C0031,P0019,S002,2,₹208.86,10%,417.72,375.95,UPI,Retail Store,Cancelled,New
INV100276,2024-07-02,C0105,P0019,S003,1,₹219.31,15%,219.31,186.41,UPI,Distributor,Returned,Repeat
INV100277,2024-04-30,C0001,P0001,S002,2,"₹80,522.38",15%,161044.76,136888.05,UPI,Online,Cancelled,New
INV100278,2024-02-21,C0066,P0015,S008,5,"₹24,311.02",5%,121555.1,115477.35,Credit Card,Online,Completed,Repeat
INV100279,2024-07-03,C0174,P0021,S007,2,₹293.32,0%,586.64,586.64,Credit Card,Online,Completed,Returning
INV100280,2024-11-27,C0044,P0022,S006,8,₹395.99,15%,3167.92,2692.73,Credit Card,Retail Store,Completed,New
INV100281,2024-02-28,C0103,P0026,S008,5,₹331.22,10%,1656.1,1490.49,Cash,Retail Store,Completed,New
INV100282,2024-03-08,C0179,P0004,S003,2,"₹77,488.03",10%,154976.06,139478.45,Cash,Distributor,Returned,New
INV100283,2024-11-08,C0098,P0023,S010,1,₹86.13,20%,86.13,68.9,UPI,Retail Store,Returned,New
INV100284,2024-07-29,C0113,P0003,S002,5,"₹47,986.04",20%,239930.2,191944.16,Wallet,Distributor,Cancelled,Returning
INV100285,2024-10-16,C0058,P0022,S009,9,₹424.43,20%,3819.87,3055.9,Credit Card,Retail Store,Completed,Repeat
INV100286,2024-06-26,C0170,P0025,S003,9,₹383.50,15%,3451.5,2933.78,UPI,Distributor,Returned,Repeat
INV100287,2024-03-25,C0020,P0032,S006,4,"₹2,800.25",5%,11201.0,10640.95,Credit Card,Distributor,Completed,Returning
INV100288,2024-11-25,C0097,P0026,S004,2,₹318.58,10%,637.16,573.44,Wallet,Retail Store,Completed,Repeat
INV100289,2024-08-16,C0081,P0008,S008,1,"₹2,503.93",0%,2503.93,2503.93,Credit Card,Distributor,Cancelled,New
INV100290,2024-02-16,C0155,P0020,S009,9,₹522.89,0%,4706.01,4706.01,Cash,Retail Store,Completed,New
INV100291,2024-04-24,C0117,P0022,S009,10,₹409.46,15%,4094.6,3480.41,Bank Transfer,Distributor,Returned,New
INV100292,2024-02-19,C0169,P0015,S001,6,"₹25,741.32",5%,154447.92,146725.52,Bank Transfer, online ,Cancelled,Repeat
INV100293,2024-12-25,C0028,P0003,S003,8,"₹52,002.66",0%,416021.28,416021.28,Cash,Online,Completed,Returning
INV100294,2024-04-10,C0049,P0008,S007,4,"₹2,675.29",10%,10701.16,9631.04,UPI,Distributor,Completed,New
INV100295,2024-07-31,C0012,P0008,S008,8,"₹2,579.56",20%,20636.48,16509.18,Wallet,Online,Returned,New
INV100296,2024-09-28,C0013,P0028,S010,8,"₹5,629.19",15%,45033.52,38278.49,UPI,Distributor,Cancelled,New
INV100297,2024-03-06,C0027,P0025,S010,10,₹413.20,5%,4132.0,3925.4,Cash,Retail Store,Cancelled,Returning
INV100298,2024-05-07,C0071,P0026,S006,5,₹337.13,10%,1685.65,1517.09,UPI,Retail Store,Cancelled,Returning
INV100299,2024-09-19,C0077,P0021,S009,4,₹264.81,0%,1059.24,1059.24,Bank Transfer,Distributor,Completed,Returning
INV100300,2024-03-08,C0167,P0012,S009,9,"₹17,638.68",20%,158748.12,126998.5,Credit Card,Retail Store,Cancelled,Repeat
INV100301,2024-10-25,C0147,P0027,S009,5,"₹1,992.21",10%,9961.05,8964.94,Wallet,Online,Completed,Repeat
INV100302,2024-03-15,C0014,P0004,S004,5,"₹78,329.14",0%,391645.7,391645.7,Bank Transfer,Online,Completed,Returning
INV100303,2024-05-31,C0053,P0003,S006,8,"₹50,374.73",0%,402997.84,402997.84,Wallet,Online,completed,Repeat
INV100304,2024-05-01,C0131,P0019,S001,7,₹216.51,10%,1515.57,1364.01,Bank Transfer,Distributor,Completed,New
INV100305,2024-05-08,C0052,P0029,S004,6,"₹4,525.50",15%,27153.0,23080.05,Wallet,Online,Completed,Repeat
INV100306,2024-08-17,C0046,P0005,S003,3,"₹9,708.50",20%,29125.5,23300.4,Cash,Online,Returned,Repeat
INV100307,2024-10-11,C0068,P0009,S003,10,"₹4,933.30",5%,49333.0,46866.35,Cash,Distributor,Completed,New
INV100308,2024-03-19,C0083,P0004,S010,5,"₹76,076.76",10%,380383.8,342345.42,Wallet,Retail Store,Completed,Returning
INV100309,2024-06-11,C0135,P0015,S003,9,"₹25,570.65",0%,230135.85,230135.85,UPI,Retail Store,Cancelled,Returning
INV100310,2024-07-25,C0024,P0023,S004,4,₹79.01,20%,316.04,252.83,Bank Transfer,Retail Store,Completed,Returning
INV100311,2024-09-28,C0122,P0001,S002,6,"₹75,144.95",10%,450869.7,405782.73,Wallet,Distributor,Completed,New
INV100312,2024-12-15,C0083,P0025,S002,7,₹415.59,5%,2909.13,2763.67,Bank Transfer,Online,Cancelled,Repeat
INV100313,2024-09-20,C0131,P0029,S008,1,"₹4,778.25",5%,4778.25,4539.34,UPI,Retail Store,Cancelled,New
INV100314,2024-02-19,C0043,P0001,S002,4,"₹80,026.78",20%,320107.12,256085.7,UPI,Distributor,Returned,New
INV100315,2024-04-15,C0138,P0028,S002,3,"₹5,351.78",0%,16055.34,16055.34,Bank Transfer,Online,Completed,New
INV100316,2024-01-28,C0046,P0017,S009,2,"₹14,591.13",15%,29182.26,24804.92,Bank Transfer,Retail Store,Returned,Repeat
INV100317,2024-11-18,C0104,P0028,S006,1,"₹5,536.29",10%,5536.29,4982.66,Wallet,Online,Cancelled,New
INV100318,2024-10-26,C0012,P0005,S006,9,"₹9,361.30",0%,84251.7,84251.7,Bank Transfer,Distributor,Completed,Repeat
INV100319,2024-08-12,C0098,P0026,S001,8,₹323.17,0%,2585.36,2585.36,UPI,Distributor,Returned,Returning
INV100320,2024-05-31,C0163,P0010,S005,6,"₹5,311.18",0%,31867.08,31867.08,Wallet,Online,Completed,New
INV100321,2024-01-03,C0147,P0026,S009,9,₹311.40,0%,2802.6,2802.6,Bank Transfer,Online,Returned,Returning
INV100322,2024-09-19,C0037,P0011,S003,4,"₹7,901.99",15%,31607.96,26866.77,UPI,Online,Completed,Returning
INV100323,2024-10-17,C0014,P0030,S009,2,"₹2,016.82",5%,4033.64,3831.96,Bank Transfer,Online,Completed,Returning
INV100324,2024-10-24,C0125,P0022,S006,3,₹421.46,20%,1264.38,1011.5,Credit Card,Retail Store,Cancelled,New
INV100325,2024-04-09,C0082,P0032,S008,6,"₹2,670.77",15%,16024.62,13620.93,Wallet,Online,Cancelled,Returning
INV100326,2024-07-05,C0081,P0028,S003,1,"₹5,168.15",5%,5168.15,4909.74,UPI,Distributor,Returned,Repeat
INV100327,2024-07-03,C0035,P0022,S008,8,₹401.94,10%,3215.52,2893.97,Bank Transfer,Retail Store,Cancelled,New
INV100328,2024-03-30,C0166,P0006,S005,3,"₹12,903.91",15%,38711.73,32904.97,Credit Card,Distributor,Completed,New
INV100329,2024-09-16,C0162,P0002,S010,10,"₹88,498.01",10%,884980.1,796482.09,UPI,Online,Cancelled,Repeat
INV100330,2024-10-05,C0139,P0031,S003,6,₹962.45,10%,5774.7,5197.23,Wallet,Distributor,Completed,New
INV100331,2024-08-25,C0129,P0033,S002,7,₹754.49,5%,5281.43,5017.36,UPI,Distributor,Completed,Returning
INV100332,2024-03-12,C0115,P0011,S003,10,"₹7,691.58",15%,76915.8,65378.43,UPI,Distributor,Returned,Repeat
INV100333,2024-01-21,C0057,P0032,S004,2,"₹2,549.93",5%,5099.86,4844.87,Credit Card,Distributor,Completed,Returning
INV100334,2024-07-03,C0100,P0031,S008,1,"₹1,084.46",0%,1084.46,1084.46,Bank Transfer,Online,Cancelled,Returning
INV100335,2024-05-20,C0068,P0012,S007,7,"₹17,502.80",5%,122519.6,116393.62,Credit Card,Distributor,Completed,Repeat
INV100336,2024-04-24,C0133,P0026,S006,6,₹336.50,10%,2019.0,1817.1,Wallet,Online,Cancelled,New
INV100337,2024-08-13,C0043,P0015,S002,9,"₹23,593.27",20%,212339.43,169871.54,UPI,Online,Completed,Repeat
INV100338,2024-11-04,C0031,P0015,S007,6,"₹22,938.10",20%,137628.6,110102.88,Cash,Retail Store,Completed,Returning
INV100339,2024-03-23,C0166,P0027,S001,4,"₹1,785.52",0%,7142.08,7142.08,Wallet,Online,Completed,Returning
INV100340,2024-09-19,C0011,P0010,S001,3,"₹5,622.02",5%,16866.06,16022.76,credit card,Retail Store,Cancelled,Returning
INV100341,2024-11-22,C0005,P0019,S002,4,₹223.18,10%,892.72,803.45,Cash,Retail Store,Completed,New
INV100342,2024-07-29,C0154,P0010,S010,3,"₹5,400.60",15%,16201.8,13771.53,Bank Transfer,Online,Completed,Repeat
INV100343,2024-11-01,C0152,P0005,S004,7,"₹9,117.00",10%,63819.0,57437.1,Credit Card,Online,Cancelled,Returning
INV100344,2024-12-16,C0108,P0010,S010,2,"₹5,245.75",0%,10491.5,10491.5,Wallet,Distributor,Completed,Returning
INV100345,2024-09-14,C0031,P0006,S008,3,"₹13,647.91",15%,40943.73,34802.17,Credit Card,Distributor,Returned,Returning
INV100346,2024-08-03,C0095,P0003,S009,7,"₹52,925.18",0%,370476.26,370476.26,Cash,Retail Store,Completed,Returning
INV100347,2024-12-22,C0148,P0007,S007,3,"₹28,855.74",5%,86567.22,82238.86,UPI,Online,Completed,Returning
INV100348,2024-10-05,C0105,P0017,S004,1,"₹14,418.00",20%,14418.0,11534.4,Credit Card,Distributor,Cancelled,New
INV100349,2024-09-23,C0002,P0025,S004,6,₹403.83,10%,2422.98,2180.68,UPI,Retail Store,Cancelled,Repeat
INV100350,2024-05-13,C0138,P0028,S010,6,"₹5,193.47",15%,31160.82,26486.7,Cash,Online,Returned,Returning
INV100351,2024-10-12,C0124,P0012,S006,9,"₹17,215.81",15%,154942.29,131700.95,Bank Transfer,Distributor,Completed,Returning
INV100352,2024-07-22,C0036,P0008,S004,8,"₹2,726.02",20%,21808.16,17446.53,Credit Card,Online,Cancelled,Repeat
INV100353,2024-06-22,C0141,P0004,S003,7,"₹66,949.55",20%,468646.85,374917.48,Credit Card,Online,Returned,Returning
INV100354,2024-08-10,C0023,P0005,S005,4,"₹9,036.13",5%,36144.52,34337.29,Credit Card,Distributor,Returned,Repeat
INV100355,2024-11-10,C0168,P0019,S010,1,₹224.37,0%,224.37,224.37,Cash,Online,Completed,Returning
INV100356,2024-09-22,C0074,P0013,S001,10,"₹4,841.48",15%,48414.8,41152.58,UPI,Distributor,Completed,Returning
INV100357,2024-01-19,C0093,P0016,S001,3,"₹22,614.36",0%,67843.08,67843.08,Cash,Retail Store,Returned,Repeat
INV100358,2024-10-27,C0052,P0001,S002,2,"₹75,698.73",15%,151397.46,128687.84,Wallet,Distributor,Completed,Repeat
INV100359,2024-05-21,C0058,P0013,S008,7,"₹4,446.51",15%,31125.57,26456.73,UPI,Retail Store,Cancelled,New
INV100360,2024-10-13,C0019,P0033,S005,6,₹790.79,0%,4744.74,4744.74,Bank Transfer,Distributor,Cancelled,Repeat
INV100361,2024-12-21,C0114,P0025,S010,8,₹429.94,0%,3439.52,3439.52,Cash,Distributor,Returned,Returning
INV100362,2024-01-15,C0124,P0008,S005,2,"₹2,597.61",10%,5195.22,4675.7,UPI,Distributor,Completed,Repeat
INV100363,2024-07-30,C0091,P0001,S005,4,"₹73,296.68",5%,293186.72,278527.38,Bank Transfer,Online,Cancelled,New
INV100364,2024-08-31,C0081,P0023,S004,10,₹77.07,5%,770.7,732.16,UPI,Retail Store,Completed,New
INV100365,2024-05-03,C0068,P0014,S004,4,"₹19,171.38",0%,76685.52,76685.52,Bank Transfer,Online,Completed,New
INV100366,2024-02-10,C0174,P0032,S010,1,"₹2,795.18",15%,2795.18,2375.9,Cash,Retail Store,Cancelled,Repeat
INV100367,2024-09-09,C0148,P0018,S008,3,"₹5,072.43",15%,15217.29,12934.7,UPI,Distributor,Completed,New
INV100368,2024-09-26,C0109,P0031,S009,1,₹982.42,15%,982.42,835.06,UPI,Retail Store,Completed,Returning
INV100369,2024-09-22,C0118,P0021,S001,1,₹264.86,20%,264.86,211.89,Wallet,Online,Completed,Repeat
INV100370,2024-11-09,C0067,P0012,S009,5,"₹16,623.83",0%,83119.15,83119.15,Wallet,Retail Store,Completed,New
INV100371,2024-09-12,C0109,P0014,S007,6,"₹19,223.75",5%,115342.5,109575.38,Bank Transfer,Retail Store,Completed,Returning
INV100372,2024-03-08,C0148,P0015,S002,5,"₹24,667.27",0%,123336.35,123336.35,Cash,Online,Completed,Returning
INV100373,2024-03-17,C0122,P0001,S003,7,"₹73,816.80",10%,516717.6,465045.84,Wallet,Distributor,Completed,Repeat
INV100374,2024-06-02,C0065,P0004,S007,2,"₹68,788.11",20%,137576.22,110060.98,UPI,Retail Store,Returned,Returning
INV100375,2024-02-19,C0116,P0022,S005,6,₹415.20,5%,2491.2,2366.64,Bank Transfer,Retail Store,Completed,Repeat
INV100376,2024-03-03,C0090,P0013,S010,10,"₹4,944.49",20%,49444.9,39555.92,UPI,Retail Store,Completed,Repeat
INV100377,2024-12-10,C0131,P0032,S008,2,"₹2,651.70",10%,5303.4,4773.06,Cash,Distributor,Completed,New
INV100378,2024-11-23,C0087,P0027,S010,10,"₹2,004.55",10%,20045.5,18040.95,Credit Card,Online,Completed,Repeat
INV100379,2024-04-26,C0081,P0021,S005,5,₹284.14,15%,1420.7,1207.59,Bank Transfer,Retail Store,Completed,Returning
INV100380,2024-10-27,C0134,P0029,S007,3,"₹4,746.58",0%,14239.74,14239.74,UPI,Distributor,Completed,Returning
INV100381,2024-05-08,C0180,P0006,S004,3,"₹12,701.18",10%,38103.54,34293.19,Credit Card,Retail Store,Cancelled,New
INV100382,2024-01-14,C0102,P0006,S002,5,"₹12,814.60",15%,64073.0,54462.05,Cash,Retail Store,Completed,New
INV100383,2024-05-25,C0114,P0009,S003,9,"₹4,952.95",0%,44576.55,44576.55,Bank Transfer,Retail Store,Returned,Repeat
INV100384,2024-10-03,C0070,P0029,S003,9,"₹4,557.28",0%,41015.52,41015.52,Cash,Distributor,Cancelled,Repeat
INV100385,2024-09-25,C0164,P0020,S006,8,₹487.99,15%,3903.92,3318.33,Credit Card,Retail Store,Completed,Repeat
INV100386,2024-07-30,C0067,P0010,S005,1,"₹5,285.73",0%,5285.73,5285.73,UPI,Retail Store,Completed,Repeat
INV100387,2024-09-30,C0003,P0032,S008,5,"₹2,715.13",0%,13575.65,13575.65,Bank Transfer,Distributor,Completed,New
INV100388,2024-10-07,C0096,P0013,S007,9,"₹4,747.94",10%,42731.46,38458.31,UPI,Distributor,Returned,Repeat
INV100389,2024-04-22,C0068,P0006,S007,4,"₹14,136.71",15%,56546.84,48064.81,Wallet, online ,Completed,Repeat
INV100390,2024-11-28,C0137,P0018,S007,4,"₹4,990.11",0%,19960.44,19960.44,Bank Transfer,Online,Returned,Returning
INV100391,2024-08-19,C0070,P0032,S004,6,"₹2,459.39",0%,14756.34,14756.34,Wallet,Online,Completed,New
INV100392,2024-05-24,C0069,P0009,S008,1,"₹5,005.77",0%,5005.77,5005.77,Credit Card,Retail Store,Completed,Repeat
INV100393,2024-08-03,C0080,P0032,S006,8,"₹2,725.78",20%,21806.24,17444.99,Bank Transfer,Online,Completed,New
INV100394,2024-05-16,C0101,P0005,S009,8,"₹9,209.96",0%,73679.68,73679.68,Bank Transfer,Retail Store,Completed,New
INV100395,2024-12-31,C0064,P0025,S008,4,₹445.60,20%,1782.4,1425.92,UPI,Retail Store,Completed,Returning
INV100396,2024-12-06,C0054,P0031,S007,5,₹952.02,5%,4760.1,4522.1,Credit Card,Distributor,Cancelled,Returning
INV100397,2024-03-03,C0065,P0031,S005,4,"₹1,069.47",5%,4277.88,4063.99,UPI,Online,Completed,Returning
INV100398,2024-08-10,C0084,P0001,S003,5,"₹73,630.87",15%,368154.35,312931.2,UPI,Online,Completed,Returning
INV100399,2024-12-19,C0122,P0010,S006,2,"₹4,977.67",0%,9955.34,9955.34,Credit Card,Distributor,Cancelled,Repeat
INV100400,2024-11-16,C0016,P0004,S006,3,"₹73,127.24",20%,219381.72,175505.38,Credit Card,Online,Returned,New
INV100401,2024-06-11,C0143,P0023,S008,4,₹83.65,0%,334.6,334.6,Bank Transfer,Distributor,Completed,Repeat
INV100402,2024-01-21,C0125,P0029,S009,5,"₹4,633.61",15%,23168.05,19692.84,UPI,Distributor,Completed,Returning
INV100403,2024-06-27,C0083,P0030,S005,10,"₹1,856.23",15%,18562.3,15777.95,Wallet,Online,Returned,Repeat
INV100404,2024-05-14,C0139,P0024,S008,1,₹495.23,20%,495.23,396.18,UPI,Online,Cancelled,Repeat
INV100405,2024-11-13,C0062,P0021,S002,9,₹263.93,10%,2375.37,2137.83,Cash,Distributor,Completed,Returning
INV100406,2024-05-24,C0083,P0027,S006,2,"₹1,905.61",0%,3811.22,3811.22,Credit Card,Online,Completed,New
INV100407,2024-01-17,C0052,P0007,S008,4,"₹26,792.16",0%,107168.64,107168.64,Cash,Distributor,Returned,Returning
INV100408,2024-11-15,C0180,P0017,S001,6,"₹14,112.28",0%,84673.68,84673.68,Credit Card,Online,Completed,Returning
INV100409,2024-09-08,C0021,P0030,S001,6,"₹2,039.37",15%,12236.22,10400.79,Cash,Retail Store,Completed,Returning
INV100410,2024-05-16,C0136,P0003,S002,5,"₹52,974.10",0%,264870.5,264870.5,Wallet,Online,Completed,Returning
INV100411,2024-04-28,C0137,P0025,S004,4,₹423.29,15%,1693.16,1439.19,Wallet,Distributor,Completed,Returning
INV100412,2024-10-12,C0107,P0007,S010,6,"₹28,770.38",20%,172622.28,138097.82,Cash,Online,Completed,New
INV100413,2024-10-08,C0103,P0033,S006,3,₹814.38,15%,2443.14,2076.67,Cash,Retail Store,Completed,Returning
INV100414,2024-06-15,C0096,P0027,S007,6,"₹1,819.80",15%,10918.8,9280.98,Wallet,Online,Returned,Returning
INV100415,2024-05-10,C0093,P0029,S008,7,"₹4,654.66",0%,32582.62,32582.62,Bank Transfer,Distributor,Completed,Returning
INV100416,2024-03-10,C0078,P0001,S005,4,"₹82,864.39",0%,331457.56,331457.56,Credit Card,Distributor,Completed,Returning
INV100417,2024-09-18,C0143,P0010,S002,1,"₹5,144.46",10%,5144.46,4630.01,UPI,Retail Store,Completed,Returning
INV100418,2024-05-07,C0060,P0017,S005,2,"₹13,654.55",15%,27309.1,23212.73,UPI,Distributor,Completed,Returning
INV100419,2024-06-15,C0124,P0012,S008,10,"₹17,523.66",0%,175236.6,175236.6,Bank Transfer,Online,Cancelled,Repeat
INV100420,2024-02-10,C0015,P0022,S006,7,₹439.54,10%,3076.78,2769.1,Credit Card,Online,Cancelled,New
INV100421,2024-11-20,C0162,P0025,S001,5,₹382.62,15%,1913.1,1626.13,Wallet,Distributor,Completed,Repeat
INV100422,2024-09-14,C0179,P0015,S003,1,"₹25,356.73",20%,25356.73,20285.38,Cash,Retail Store,Cancelled,Returning
INV100423,2024-09-15,C0024,P0015,S007,5,"₹23,073.75",10%,115368.75,103831.88,Bank Transfer,Online,Returned,Returning
INV100424,2024-01-26,C0141,P0026,S005,2,₹321.54,10%,643.08,578.77,UPI,Online,Returned,Returning
INV100425,2024-04-11,C0125,P0026,S010,4,₹327.42,15%,1309.68,1113.23,Wallet,Online,Completed,New
INV100426,2024-05-16,C0111,P0021,S010,2,₹285.34,0%,570.68,570.68,Cash,Retail Store,Completed,New
INV100427,2024-06-13,C0089,P0002,S005,3,"₹86,421.32",5%,259263.96,246300.76,Cash,Distributor,Completed,Repeat
INV100428,2024-01-23,C0060,P0013,S006,3,"₹5,101.83",20%,15305.49,12244.39,Credit Card,Distributor,Completed,New
INV100429,2024-11-13,C0038,P0019,S001,6,₹230.12,20%,1380.72,1104.58,Bank Transfer,Retail Store,Returned,New
INV100430,2024-06-18,C0054,P0014,S004,9,"₹18,921.11",15%,170289.99,144746.49,Wallet,Retail Store,Cancelled,Returning
INV100431,2024-03-13,C0178,P0002,S007,10,"₹85,207.42",20%,852074.2,681659.36,Bank Transfer,Online,Completed,Repeat
INV100432,2024-04-12,C0179,P0018,S001,8,"₹5,631.73",20%,45053.84,36043.07,Credit Card,Retail Store,Completed,Returning
