InvoiceNo,OrderDate,CustomerKey,ProductKey,SalespersonKey,Quantity,UnitPrice,DiscountPct,GrossSales,NetSales,PaymentMethod,SalesChannel,OrderStatus,CustomerType
INV200448,24/01/2025,C0040,P0023,S009,10,77.58,0.1,775.8,698.22,UPI,Online,Returned,Repeat
INV200449,20/04/2025,C0093,P0029,S005,9,4375.13,0.0,39376.17,39376.17,UPI,Retail Store,Cancelled,New
INV200450,27/07/2025,C0070,P0028,S001,7,5122.97,0.1,35860.79,32274.71,Wallet,Online,Completed,Repeat
INV200451,05/10/2025,C0129,P0013,S009,5,4688.57,0.0,23442.85,23442.85,UPI,Retail Store,Completed,Repeat
INV200452,12/03/2025,C0139,P0004,S006,6,72070.56,0.0,432423.36,432423.36,Cash,Retail Store,Completed,Repeat
INV200453,04/07/2025,C0115,P0022,S006,2,441.56,0.05,883.12,838.96,UPI,Online,Cancelled,New
INV200454,05/01/2025,C0153,P0003,S009,6,46347.29,0.05,278083.74,264179.55,Cash,Distributor,Completed,Returning
INV200455,15/01/2025,C0171,P0007,S004,2,31263.68,0.0,62527.36,62527.36,Cash,Distributor,Returned,New
INV200456,04/11/2025,C0176,P0002,S003,6,87615.08,0.05,525690.48,499405.96,Cash,Distributor,Returned,New
INV200457,18/12/2025,C0180,P0012,S003,1,17860.19,0.1,17860.19,16074.17,Bank Transfer,Online,Completed,Repeat
INV200458,24/12/2025,C0022,P0012,S001,2,16253.28,0.2,32506.56,26005.25,Cash,Retail Store,Cancelled,Repeat
INV200459,31/01/2025,C0003,P0011,S007,1,7283.68,0.0,7283.68,7283.68,Bank Transfer,Online,Completed,Repeat
INV200460,02/12/2025,C0176,P0017,S008,10,12837.9,0.05,128379.0,121960.05,Bank Transfer,Online,Returned,New
INV200461,15/08/2025,C0049,P0009,S008,10,4970.9,0.15,49709.0,42252.65,Bank Transfer,Distributor,Cancelled,Returning
INV200462,07/07/2025,C0165,P0002,S004,2,78188.12,0.0,156376.24,156376.24,Cash,Retail Store,Cancelled,New
INV200463,05/06/2025,C0004,P0014,S010,2,17544.54,0.0,35089.08,35089.08,UPI,Online,Completed,Repeat
INV200464,24/01/2025,C0130,P0019,S002,2,212.41,0.15,424.82,361.1,Wallet,Online,Completed,Returning
INV200465,22/06/2025,C0158,P0012,S009,6,17978.61,0.05,107871.66,102478.08,UPI,Retail Store,Cancelled,Repeat
INV200466,17/03/2025,C0012,P0024,S007,2,459.88,0.0,919.76,919.76,Cash,Distributor,Cancelled,New
INV200467,26/11/2025,C0005,P0026,S010,7,298.76,0.15,2091.32,1777.62,Wallet,Retail Store,Returned,Repeat
INV200468,15/05/2025,C0012,P0016,S008,9,21600.66,0.05,194405.94,184685.64,UPI,Distributor,Completed,Returning
INV200469,10/04/2025,C0146,P0019,S005,10,235.7,0.2,2357.0,1885.6,Bank Transfer,Online,Completed,New
INV200470,21/07/2025,C0126,P0030,S007,3,1908.91,0.05,5726.73,5440.39,UPI,Online,Completed,New
INV200471,07/02/2025,C0127,P0014,S007,6,17115.41,0.05,102692.46,97557.84,Cash,Online,Completed,New
INV200472,24/08/2025,C0138,P0017,S003,10,14160.65,0.0,141606.5,141606.5,Wallet,Distributor,Completed,New
INV200473,24/04/2025,C0079,P0022,S002,2,426.84,0.0,853.68,853.68,Credit Card,Distributor,Completed,Returning
INV200474,04/08/2025,C0174,P0003,S006,4,50541.68,0.0,202166.72,202166.72,Wallet,Distributor,Returned,Returning
INV200475,10/05/2025,C0063,P0001,S003,2,76947.29,0.0,153894.58,153894.58,Cash,Online,Completed,Returning
INV200476,04/01/2025,C0073,P0022,S008,6,414.95,0.15,2489.7,2116.24,Wallet,Retail Store,Completed,Returning
INV200477,06/04/2025,C0023,P0011,S010,10,7274.29,0.1,72742.9,65468.61,Cash,Online,Completed,New
INV200478,03/08/2025,C0172,P0012,S001,3,16901.76,0.1,50705.28,45634.75,Wallet,Online,Completed,Repeat
INV200479,25/08/2025,C0119,P0002,S010,3,90373.13,0.0,271119.39,271119.39,Credit Card,Online,Completed,New
INV200480,26/04/2025,C0141,P0001,S003,4,80916.3,0.1,323665.2,291298.68,UPI,Online,Cancelled,Returning
INV200481,05/12/2025,C0044,P0005,S006,9,9721.53,0.0,87493.77,87493.77,Cash,Distributor,Completed,Returning
INV200482,07/07/2025,C0145,P0007,S007,2,28976.18,0.0,57952.36,57952.36,UPI,Distributor,Completed,Repeat
INV200483,09/10/2025,C0141,P0006,S010,6,14104.35,0.15,84626.1,71932.18,Cash,Online,Completed,Repeat
INV200484,12/10/2025,C0133,P0003,S001,6,49287.82,0.0,295726.92,295726.92,Wallet,Online,Completed,Returning
INV200485,12/07/2025,C0156,P0010,S009,10,5602.45,0.1,56024.5,50422.05,Wallet,Retail Store,Completed,Repeat
INV200486,28/01/2025,C0169,P0007,S009,3,29992.15,0.0,89976.45,89976.45,Cash,Online,Completed,New
INV200487,01/04/2025,C0142,P0014,S010,5,17108.0,0.15,85540.0,72709.0,UPI,Online,Completed,New
INV200488,10/05/2025,C0023,P0018,S005,8,5387.5,0.05,43100.0,40945.0,UPI,Distributor,Cancelled,Returning
INV200489,26/02/2025,C0017,P0027,S006,10,1962.52,0.15,19625.2,16681.42,Credit Card,Distributor,Completed,Returning
INV200490,18/11/2025,C0004,P0009,S001,4,5165.88,0.0,20663.52,20663.52,UPI,Online,Completed,New
INV200491,13/08/2025,C0128,P0023,S003,2,79.54,0.0,159.08,159.08,UPI,Online,Completed,Returning
INV200492,17/02/2025,C0107,P0022,S001,7,404.38,0.05,2830.66,2689.13,Credit Card,Distributor,Completed,Repeat
INV200493,01/11/2025,C0060,P0029,S008,8,4418.61,0.05,35348.88,33581.44,Wallet,Online,Cancelled,Returning
INV200494,25/04/2025,C0034,P0005,S001,3,9051.04,0.15,27153.12,23080.15,Credit Card,Retail Store,Completed,Repeat
INV200495,08/11/2025,C0011,P0011,S010,9,7043.46,0.0,63391.14,63391.14,Credit Card,Retail Store,Completed,Returning
INV200496,05/10/2025,C0071,P0005,S010,7,9163.48,0.1,64144.36,57729.92,Wallet,Online,Completed,New
INV200497,03/08/2025,C0125,P0001,S009,1,77221.22,0.05,77221.22,73360.16,Bank Transfer,Retail Store,Returned,Repeat
INV200498,21/01/2025,C0099,P0015,S007,3,24725.9,0.0,74177.7,74177.7,Cash,Retail Store,Completed,New
INV200499,05/06/2025,C0149,P0019,S005,5,203.16,0.2,1015.8,812.64,Cash,Retail Store,Completed,Returning
INV200500,06/06/2025,C0155,P0013,S004,10,4708.56,0.1,47085.6,42377.04,Bank Transfer,Distributor,Cancelled,Repeat
INV200501,27/03/2025,C0117,P0013,S003,3,4546.99,0.1,13640.97,12276.87,Credit Card,Online,Completed,New
INV200502,11/05/2025,C0056,P0027,S003,6,1915.21,0.2,11491.26,9193.01,Bank Transfer,Retail Store,Completed,New
INV200503,14/12/2025,C0132,P0033,S001,9,753.38,0.2,6780.42,5424.34,Wallet,Distributor,Cancelled,New
INV200504,15/11/2025,C0105,P0010,S004,5,4916.11,0.2,24580.55,19664.44,Wallet,Distributor,Returned,Repeat
INV200505,23/04/2025,C0052,P0022,S004,3,441.87,0.2,1325.61,1060.49,Bank Transfer,Retail Store,Completed,Repeat
INV200506,08/12/2025,C0015,P0024,S009,4,474.62,0.0,1898.48,1898.48,UPI,Online,Completed,New
INV200507,10/02/2025,C0094,P0032,S007,1,2804.41,0.05,2804.41,2664.19,Bank Transfer,Retail Store,Returned,Returning
INV200508,19/07/2025,C0177,P0018,S008,6,5174.3,0.1,31045.8,27941.22,Bank Transfer,Distributor,Completed,New
INV200509,04/07/2025,C0062,P0028,S006,10,5810.23,0.1,58102.3,52292.07,UPI ,Retail Store,Returned,Returning
INV200510,01/11/2025,C0129,P0025,S002,7,439.75,0.0,3078.25,3078.25,UPI,Online,Completed,Repeat
INV200511,27/05/2025,C0095,P0002,S009,1,82563.57,0.15,82563.57,70179.03,Wallet,Retail Store,Cancelled,New
INV200512,24/06/2025,C0048,P0026,S010,3,336.19,0.05,1008.57,958.14,Bank Transfer,Distributor,Returned,Repeat
INV200513,04/06/2025,C0115,P0012,S002,4,17131.41,0.0,68525.64,68525.64,Bank Transfer,Online,Completed,Repeat
INV200514,29/10/2025,C0031,P0018,S003,7,5621.59,0.0,39351.13,39351.13,Bank Transfer,Online,Completed,Returning
INV200515,06/10/2025,C0150,P0013,S004,3,5073.87,0.1,15221.61,13699.45,Bank Transfer,Retail Store,Completed,New
INV200516,29/01/2025,C0116,P0027,S004,8,1778.34,0.0,14226.72,14226.72,Credit Card,Online,Cancelled,Returning
INV200517,18/12/2025,C0032,P0032,S009,6,2455.2,0.0,14731.2,14731.2,Credit Card,Online,Completed,Returning
INV200518,09/10/2025,C0115,P0006,S009,5,12817.08,0.05,64085.4,60881.13,Bank Transfer,Distributor,Completed,Returning
INV200519,01/04/2025,C0111,P0033,S008,5,795.76,0.05,3978.8,3779.86,Cash,Online,Completed,Repeat
INV200520,10/04/2025,C0165,P0011,S001,9,7856.25,0.1,70706.25,63635.62,UPI,Online,Returned, repeat 
INV200521,20/08/2025,C0034,P0028,S007,6,5118.26,0.1,30709.56,27638.6,Cash,Online,Completed,Repeat
INV200522,01/02/2025,C0166,P0003,S006,3,52877.76,0.1,158633.28,142769.95,Credit Card,Online,Completed,Repeat
INV200523,29/11/2025,C0133,P0003,S001,1,49328.14,0.0,49328.14,49328.14,UPI,Distributor,Completed,New
INV200524,08/06/2025,C0048,P0021,S008,4,274.4,0.0,1097.6,1097.6,Wallet,Retail Store,Completed,Returning
INV200525,21/12/2025,C0032,P0014,S007,9,18757.44,0.2,168816.96,135053.57,Cash,Online,Completed,New
INV200526,04/03/2025,C0051,P0025,S010,6,426.75,0.05,2560.5,2432.47,Wallet,Retail Store,Completed,Returning
INV200527,14/01/2025,C0154,P0012,S010,8,16829.75,0.0,134638.0,134638.0,Bank Transfer,Distributor,Completed,Returning
INV200528,16/12/2025,C0055,P0016,S003,3,21418.15,0.0,64254.45,64254.45,Cash,Online,Cancelled,New
INV200529,25/09/2025,C0155,P0012,S001,5,18235.17,0.05,91175.85,86617.06,UPI,Retail Store,Completed,New
INV200530,27/04/2025,C0109,P0028,S002,9,5793.73,0.05,52143.57,49536.39,Cash,Retail Store,Completed,New
INV200531,10/10/2025,C0118,P0003,S009,3,50303.72,0.1,150911.16,135820.04,Credit Card,Distributor,Completed,New
INV200532,15/07/2025,C0010,P0007,S001,8,27367.48,0.0,218939.84,218939.84,Credit Card,Retail Store,Cancelled,New
INV200533,13/10/2025,C0174,P0012,S002,8,18071.93,0.2,144575.44,115660.35,Cash,Distributor,Completed,Returning
INV200534,13/05/2025,C0104,P0031,S004,6,1047.92,0.1,6287.52,5658.77,UPI,Online,Completed,New
INV200535,20/12/2025,C0040,P0010,S003,9,5379.61,0.0,48416.49,48416.49,Wallet,ONLINE,Completed,New
INV200536,27/06/2025,C0144,P0010,S003,3,5652.28,0.2,16956.84,13565.47,Cash,Online,Returned,New
INV200537,13/11/2025,C0087,P0014,S006,1,17442.11,0.1,17442.11,15697.9,Cash,Online,Completed,Returning
INV200538,28/02/2025,C0137,P0004,S005,7,76112.53,0.2,532787.71,426230.17,Bank Transfer,Online,Completed,New
INV200539,06/09/2025,C0172,P0021,S004,9,289.8,0.05,2608.2,2477.79,Wallet,Retail Store,Completed,New
INV200540,04/12/2025,C0019,P0015,S007,3,25081.01,0.1,75243.03,67718.73,Wallet,Retail Store,Returned,New
INV200541,20/10/2025,C0122,P0024,S007,2,513.01,0.05,1026.02,974.72,Cash,Online,Completed,Repeat
INV200542,09/05/2025,C0146,P0005,S003,2,9046.11,0.05,18092.22,17187.61,Bank Transfer,Online,Completed,Returning
INV200543,11/12/2025,C0088,P0022,S007,5,415.81,0.0,2079.05,2079.05,Credit Card,Distributor,Returned,Returning
INV200544,19/04/2025,C0152,P0021,S008,9,271.39,0.1,2442.51,2198.26,UPI,Online,Returned,New
INV200545,12/03/2025,C0005,P0017,S003,7,14247.08,0.0,99729.56,99729.56,Credit Card,Distributor,Returned,New
INV200546,11/03/2025,C0170,P0006,S003,5,14519.21,0.0,72596.05,72596.05,Wallet,Online,Returned,Returning
INV200547,26/07/2025,C0119,P0030,S007,1,2105.76,0.15,2105.76,1789.9,Cash,Online,Completed,New
INV200548,07/08/2025,C0126,P0031,S004,2,1085.19,0.15,2170.38,1844.82,UPI,Online,Returned,Returning
INV200549,19/07/2025,C0173,P0002,S008,6,85885.85,0.2,515315.1,412252.08,Wallet,Distributor,Cancelled,Repeat
INV200550,29/11/2025,C0140,P0027,S006,4,2030.99,0.2,8123.96,6499.17,Wallet,Distributor,Completed,New
INV200551,01/03/2025,C0155,P0006,S007,6,12886.43,0.05,77318.58,73452.65,Wallet,Distributor,Cancelled,Returning
INV200552,21/06/2025,C0047,P0015,S002,3,23114.93,0.0,69344.79,69344.79,Wallet,Online,Completed,New
INV200553,28/06/2025,C0125,P0025,S005,5,422.19,0.15,2110.95,1794.31,Bank Transfer,Retail Store,Completed,Returning
INV200554,26/01/2025,C0001,P0009,S007,9,5267.57,0.1,47408.13,42667.32,Bank Transfer,Distributor,Returned,Repeat
INV200555,25/07/2025,C0077,P0029,S010,8,4768.57,0.05,38148.56,36241.13,Credit Card,Retail Store,Completed,Repeat
INV200556,27/06/2025,C0110,P0003,S005,6,45681.91,0.0,274091.46,274091.46,UPI,Retail Store,Completed,Returning
INV200557,23/04/2025,C0121,P0013,S001,10,4741.27,0.2,47412.7,37930.16,Bank Transfer,Distributor,Returned,Returning
INV200558,06/04/2025,C0119,P0029,S002,2,4539.03,0.2,9078.06,7262.45,Bank Transfer,Online,Cancelled,Returning
INV200559,14/07/2025,C0058,P0021,S004,1,271.98,0.2,271.98,217.58,Cash,Distributor,Completed,New
INV200560,08/07/2025,C0090,P0008,S003,9,2528.03,0.0,22752.27,22752.27,UPI,Retail Store,Completed,New
INV200561,10/02/2025,C0081,P0019,S009,10,231.39,0.15,2313.9,1966.81,Bank Transfer,Distributor,Returned,Repeat
INV200562,25/05/2025,C0106,P0028,S004,5,5605.6,0.05,28028.0,26626.6,Bank Transfer,Distributor,Completed,Repeat
INV200563,30/12/2025,C0066,P0005,S005,10,9525.11,0.0,95251.1,95251.1,Wallet,Distributor,Completed,Returning
INV200564,05/05/2025,C0067,P0018,S010,8,5027.13,0.05,40217.04,38206.19,Bank Transfer,Retail Store,Completed,New
INV200565,27/09/2025,C0174,P0011,S003,4,7612.27,0.0,30449.08,30449.08,Wallet,Retail Store,Completed,Returning
INV200566,02/09/2025,C0056,P0018,S002,4,4923.83,0.0,19695.32,19695.32,Credit Card,Distributor,Returned,New
INV200567,01/02/2025,C0177,P0012,S002,8,17202.47,0.0,137619.76,137619.76,Bank Transfer,Distributor,Completed,New
INV200568,27/05/2025,C0162,P0027,S006,6,1989.8,0.1,11938.8,10744.92,UPI,Online,Completed,New
INV200569,06/01/2025,C0011,P0020,S005,10,538.7,0.1,5387.0,4848.3,Cash,Online,Completed,Returning
INV200570,09/11/2025,C0058,P0004,S001,3,77062.44,0.2,231187.32,184949.86,Credit Card,Online,Completed,New
INV200571,25/08/2025,C0086,P0026,S006,9,326.33,0.2,2936.97,2349.58,UPI,Retail Store,Cancelled,Repeat
INV200572,18/11/2025,C0174,P0031,S001,9,1082.9,0.1,9746.1,8771.49,Credit Card,Distributor,Cancelled,New
INV200573,05/02/2025,C0067,P0024,S009,5,475.71,0.0,2378.55,2378.55,Bank Transfer,Retail Store,Returned,New
INV200574,13/02/2025,C0019,P0015,S009,9,22682.72,0.05,204144.48,193937.26,UPI,Retail Store,Completed,New
INV200575,28/07/2025,C0041,P0009,S001,4,5194.19,0.0,20776.76,20776.76,Bank Transfer,Online,Completed,Repeat
INV200576,17/04/2025,C0168,P0007,S001,5,29718.3,0.0,148591.5,148591.5,Wallet,Retail Store,Cancelled,Returning
INV200577,21/12/2025,C0173,P0026,S009,1,324.13,0.0,324.13,324.13,Bank Transfer,Distributor,Completed,Returning
INV200578,24/05/2025,C0098,P0004,S003,2,74596.57,0.2,149193.14,119354.51,Cash,Retail Store,Completed,New
INV200579,27/08/2025,C0068,P0013,S001,5,5093.11,0.0,25465.55,25465.55,Credit Card,Online,Completed,Returning
INV200580,07/07/2025,C0013,P0011,S003,9,8033.48,0.15,72301.32,61456.12,Cash,Retail Store,Completed,New
INV200581,18/08/2025,C0087,P0011,S004,4,7524.66,0.0,30098.64,30098.64,UPI,Distributor,Completed,New
INV200582,11/03/2025,C0005,P0009,S006,7,5778.3,0.15,40448.1,34380.88,UPI,Online,Completed,New
INV200583,12/01/2025,C0057,P0013,S005,7,4783.65,0.1,33485.55,30136.99,Credit Card,Distributor,Returned,Repeat
INV200584,06/07/2025,C0003,P0029,S007,3,4570.82,0.1,13712.46,12341.21,Bank Transfer,Retail Store,Completed,Returning
INV200585,30/01/2025,C0045,P0018,S006,4,4902.49,0.0,19609.96,19609.96,UPI,Online,Cancelled,Returning
INV200586,13/05/2025,C0125,P0011,S004,1,7225.29,0.0,7225.29,7225.29,UPI,Online,Completed,Returning
INV200587,01/06/2025,C0118,P0005,S010,1,9616.08,0.0,9616.08,9616.08,UPI,Online,Completed,Repeat
INV200588,27/01/2025,C0096,P0004,S008,7,74572.02,0.05,522004.14,495903.93,Wallet,Retail Store,Completed,Repeat
INV200589,25/11/2025,C0163,P0032,S006,5,2440.11,0.1,12200.55,10980.5,Wallet,Online,Completed,New
INV200590,17/07/2025,C0093,P0015,S009,8,25579.89,0.0,204639.12,204639.12,Cash,Distributor,Completed,Repeat
INV200591,16/09/2025,C0017,P0012,S003,6,15990.56,0.15,95943.36,81551.86,Wallet,Distributor,Completed,Repeat
INV200592,21/07/2025,C0137,P0019,S005,9,227.85,0.2,2050.65,1640.52,UPI,Retail Store,Completed,Returning
INV200593,07/04/2025,C0116,P0005,S003,2,9043.1,0.0,18086.2,18086.2,Credit Card,Online,Cancelled,Repeat
INV200594,20/09/2025,C0011,P0016,S006,9,21979.27,0.1,197813.43,178032.09,Wallet,Online,Completed,Repeat
INV200595,26/01/2025,C0125,P0019,S001,4,207.19,0.15,828.76,704.45,Credit Card,Distributor,Cancelled,Returning
INV200596,09/05/2025,C0178,P0023,S003,10,84.25,0.05,842.5,800.38,Credit Card,Retail Store,Completed,New
INV200597,31/03/2025,C0037,P0032,S007,5,2487.8,0.0,12439.0,12439.0,Cash,Online,Completed,New
INV200598,04/07/2025,C0075,P0010,S003,2,4993.21,0.1,9986.42,8987.78,Bank Transfer,Distributor,Completed,Returning
INV200599,27/11/2025,C0098,P0013,S004,1,4859.84,0.2,4859.84,3887.87,UPI,Online,Completed,Repeat
INV200600,04/06/2025,C0114,P0002,S005,9,84831.34,0.15,763482.06,648959.75,Wallet,Distributor,Completed,New
INV200601,19/05/2025,C0119,P0002,S003,1,86389.13,0.05,86389.13,82069.67,Cash,Distributor,Completed,New
INV200602,10/11/2025,C0081,P0013,S008,8,4925.01,0.05,39400.08,37430.08,UPI,Retail Store,Returned,Returning
INV200603,03/12/2025,C0054,P0011,S010,6,7180.07,0.1,43080.42,38772.38,UPI,Retail Store,Returned,Repeat
INV200604,13/06/2025,C0044,P0011,S006,10,6921.3,0.0,69213.0,69213.0,Credit Card,Retail Store,Completed,Returning
INV200605,12/02/2025,C0037,P0009,S001,6,5549.98,0.15,33299.88,28304.9,UPI,Online,Cancelled,Repeat
INV200606,01/03/2025,C0019,P0021,S007,4,262.23,0.0,1048.92,1048.92,Bank Transfer,Retail Store,Cancelled,Repeat
INV200607,30/04/2025,C0112,P0016,S008,3,20642.76,0.2,61928.28,49542.62,Wallet,Distributor,Completed,Returning
INV200608,03/04/2025,C0011,P0028,S007,2,5527.62,0.05,11055.24,10502.48,Wallet,Distributor,Completed,Returning
INV200609,09/12/2025,C0142,P0022,S002,4,425.96,0.0,1703.84,1703.84,UPI,Distributor,Cancelled,New
INV200610,23/01/2025,C0070,P0015,S003,2,22822.18,0.2,45644.36,36515.49,UPI,Online,Completed,New
INV200611,10/07/2025,C0076,P0033,S002,6,712.43,0.15,4274.58,3633.39,Cash,Distributor,Returned,Returning
INV200612,13/09/2025,C0103,P0020,S001,2,478.41,0.15,956.82,813.3,Bank Transfer,Retail Store,Cancelled,Returning
INV200613,30/01/2025,C0100,P0020,S005,3,469.53,0.2,1408.59,1126.87,Cash,Online,Cancelled,Returning
INV200614,12/09/2025,C0114,P0031,S004,6,979.2,0.15,5875.2,4993.92,Cash,Distributor,Returned,Repeat
INV200615,24/07/2025,C0080,P0008,S010,7,2392.38,0.2,16746.66,13397.33,Bank Transfer,Distributor,Completed,New
INV200616,09/11/2025,C0037,P0028,S003,3,5122.58,0.0,15367.74,15367.74,Credit Card,Retail Store,Completed,New
INV200617,26/05/2025,C0042,P0017,S009,4,13391.68,0.0,53566.72,53566.72,Cash,Distributor,Cancelled,Returning
INV200618,27/02/2025,C0024,P0031,S010,8,1059.46,0.0,8475.68,8475.68,Cash,Distributor,Cancelled,Returning
INV200619,10/11/2025,C0072,P0007,S003,9,27567.62,0.2,248108.58,198486.86,Wallet,Online,Completed,New
INV200620,10/08/2025,C0109,P0027,S001,3,1747.32,0.2,5241.96,4193.57,Credit Card,Retail Store,Completed,Returning
INV200621,24/03/2025,C0139,P0022,S004,9,390.74,0.1,3516.66,3164.99,Credit Card,Online,Completed,Returning
INV200622,24/01/2025,C0084,P0012,S005,4,18362.98,0.15,73451.92,62434.13,Wallet,Distributor,Completed,Repeat
INV200623,11/10/2025,C0177,P0011,S007,10,7692.27,0.0,76922.7,76922.7,Wallet,Distributor,Completed,New
INV200624,19/08/2025,C0102,P0028,S003,8,5760.61,0.1,46084.88,41476.39,UPI,ONLINE,Cancelled,New
INV200625,14/09/2025,C0157,P0025,S004,4,406.82,0.1,1627.28,1464.55,Credit Card,Distributor,Completed,Returning
INV200626,28/02/2025,C0162,P0026,S003,7,301.12,0.1,2107.84,1897.06,Cash,Distributor,Completed,New
INV200627,01/01/2025,C0020,P0013,S003,9,4598.32,0.0,41384.88,41384.88,UPI,Distributor,Cancelled,New
INV200628,20/02/2025,C0173,P0033,S004,6,749.53,0.0,4497.18,4497.18,Wallet,Distributor,Completed,Returning
INV200629,02/09/2025,C0084,P0002,S007,8,83291.22,0.1,666329.76,599696.78,Credit Card,Retail Store,Completed,Returning
INV200630,27/03/2025,C0002,P0007,S005,4,29523.15,0.0,118092.6,118092.6,Cash,Distributor,Returned,Repeat
INV200631,01/03/2025,C0118,P0033,S002,6,744.46,0.15,4466.76,3796.75,Wallet,Distributor,Completed,Returning
INV200632,21/12/2025,C0077,P0023,S008,3,83.47,0.2,250.41,200.33,UPI,Distributor,Returned,Repeat
INV200633,08/07/2025,C0179,P0026,S009,7,327.19,0.0,2290.33,2290.33,Bank Transfer,Distributor,Completed,New
INV200634,15/06/2025,C0115,P0014,S005,10,18463.6,0.15,184636.0,156940.6,UPI,Retail Store,Completed,New
INV200635,05/11/2025,C0070,P0028,S001,8,5212.7,0.2,41701.6,33361.28,UPI,Distributor,Cancelled,New
INV200636,16/08/2025,C0069,P0031,S003,10,994.63,0.1,9946.3,8951.67,UPI ,Online,Returned,Returning
INV200637,13/11/2025,C0102,P0032,S001,9,2626.53,0.0,23638.77,23638.77,Wallet,Retail Store,Completed,Returning
INV200638,15/12/2025,C0128,P0017,S009,6,14138.6,0.2,84831.6,67865.28,Wallet,Retail Store,Returned,Repeat
INV200639,08/02/2025,C0131,P0013,S010,9,4529.88,0.05,40768.92,38730.47,Cash,Online,Completed,Repeat
INV200640,23/09/2025,C0162,P0022,S004,7,416.59,0.2,2916.13,2332.9,Wallet,Online,Returned,Repeat
INV200641,27/10/2025,C0137,P0002,S005,5,78190.2,0.05,390951.0,371403.45,Wallet,Online,Cancelled,Repeat
INV200642,06/01/2025,C0084,P0011,S002,1,7378.44,0.0,7378.44,7378.44,Cash,Online,Returned,Repeat
INV200643,29/05/2025,C0142,P0004,S001,9,70035.34,0.0,630318.06,630318.06,Bank Transfer,Retail Store,Cancelled,New
INV200644,24/04/2025,C0001,P0013,S001,6,4678.68,0.1,28072.08,25264.87,Wallet,Distributor,Completed,Returning
INV200645,01/11/2025,C0122,P0017,S002,9,13690.51,0.05,123214.59,117053.86,UPI,Online,Completed,Repeat
INV200646,09/07/2025,C0004,P0004,S001,4,74794.25,0.0,299177.0,299177.0,Cash,Distributor,Returned,New
INV200647,31/10/2025,C0153,P0023,S004,1,79.73,0.05,79.73,75.74,Credit Card,Distributor,Completed,Returning
INV200648,09/04/2025,C0113,P0019,S007,8,203.7,0.15,1629.6,1385.16,Cash,Distributor,Completed,Returning
INV200649,02/03/2025,C0136,P0031,S003,7,1055.95,0.2,7391.65,5913.32,Credit Card,Online,Completed,Repeat
INV200650,10/07/2025,C0177,P0008,S001,4,2713.69,0.05,10854.76,10312.02,Bank Transfer,Retail Store,Completed,Returning
INV200651,01/11/2025,C0012,P0026,S008,5,313.37,0.2,1566.85,1253.48,Cash,Distributor,Returned,Repeat
INV200652,26/03/2025,C0078,P0003,S007,3,46423.96,0.0,139271.88,139271.88,Bank Transfer,Distributor,Cancelled,Repeat
INV200653,02/09/2025,C0036,P0021,S007,3,297.21,0.0,891.63,891.63,UPI,Online,Cancelled,New
INV200654,19/06/2025,C0061,P0014,S005,8,17489.78,0.0,139918.24,139918.24,Bank Transfer,Retail Store,Returned,Repeat
INV200655,05/10/2025,C0074,P0021,S006,10,282.19,0.0,2821.9,2821.9,Bank Transfer,Online,Completed,New
INV200656,01/10/2025,C0058,P0021,S001,8,298.57,0.0,2388.56,2388.56,Bank Transfer,Retail Store,Completed,New
INV200657,22/02/2025,C0043,P0004,S001,4,68373.8,0.1,273495.2,246145.68,UPI,Online,Completed,Returning
INV200658,30/08/2025,C0061,P0010,S008,8,5203.39,0.0,41627.12,41627.12,Bank Transfer,Distributor,Cancelled,Returning
INV200659,07/05/2025,C0159,P0023,S009,6,83.46,0.2,500.76,400.61,Wallet,Retail Store,Completed,New
INV200660,27/10/2025,C0172,P0020,S003,6,527.64,0.0,3165.84,3165.84,Bank Transfer,Online,Returned,New
INV200661,15/09/2025,C0084,P0032,S006,10,2582.93,0.0,25829.3,25829.3,Credit Card,Retail Store,Completed,Returning
INV200662,23/11/2025,C0013,P0024,S005,10,475.63,0.0,4756.3,4756.3,Cash,Retail Store,Completed,Repeat
INV200663,28/04/2025,C0094,P0014,S006,3,18012.96,0.05,54038.88,51336.94,Wallet,Distributor,Completed,New
INV200664,25/08/2025,C0031,P0023,S010,5,85.16,0.2,425.8,340.64,Wallet,Retail Store,Completed,Repeat
INV200665,29/05/2025,C0155,P0014,S001,6,18158.41,0.0,108950.46,108950.46,Wallet,Online,Completed,New
INV200666,05/03/2025,C0136,P0014,S007,2,18740.72,0.0,37481.44,37481.44,UPI,Distributor,Cancelled,Returning
INV200667,04/04/2025,C0110,P0003,S009,8,49732.51,0.15,397860.08,338181.07,UPI,Distributor,Completed,Repeat
INV200668,31/03/2025,C0123,P0031,S004,1,1059.75,0.05,1059.75,1006.76,Cash,Online,Completed,Returning
INV200669,02/02/2025,C0081,P0012,S002,8,16724.14,0.2,133793.12,107034.5,Bank Transfer,Distributor,Completed,Repeat
INV200670,26/04/2025,C0124,P0033,S001,2,762.02,0.15,1524.04,1295.43,Credit Card,Retail Store,Returned,Returning
INV200671,02/09/2025,C0049,P0019,S005,7,204.96,0.1,1434.72,1291.25,Cash,Retail Store,Returned,New
INV200672,31/10/2025,C0102,P0005,S005,4,10173.15,0.0,40692.6,40692.6,UPI,Distributor,Cancelled,Returning
INV200673,12/05/2025,C0097,P0028,S005,6,5481.38,0.0,32888.28,32888.28,Wallet,Distributor,Completed,Returning
